,Unnamed: 0,Order Date,Brand,Sneaker Name,Release Date,Shoe Size,Buyer Region,Turnover Days,Profit,Profit Ratio,Model,Black,White,Grey,Red,Green,Neo,Orange,Tan/Brown,Pink,Blue,Colorful,Turnover Weeks,color
42570,49000,2018-09-17,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.0,California,86,950.0,5.0,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,12.0,White
42571,49001,2018-09-17,Off-White,air-jordan-1-retro-high-off-white-white,2018-03-03,10.5,Oregon,198,1910.0,10.05,air-jordan-1-retro-high,,1.0,,,,,,,,,,28.0,White
42572,49002,2018-09-17,Off-White,nike-air-force-1-low-off-white,2017-11-01,9.0,California,320,1179.0,6.94,air-force-1,,1.0,,,,,,,,,,46.0,White
42671,49130,2018-09-18,Off-White,nike-air-presto-off-white-black-2018,2018-07-27,9.0,Maryland,53,710.0,4.44,air-presto,1.0,,,,,,,,,,,8.0,Black
42674,49133,2018-09-18,Off-White,nike-air-presto-off-white-black-2018,2018-07-27,9.0,Utah,53,710.0,4.44,air-presto,1.0,,,,,,,,,,,8.0,Black
42675,49134,2018-09-18,Off-White,nike-air-presto-off-white-black-2018,2018-07-27,9.0,New York,53,711.0,4.44,air-presto,1.0,,,,,,,,,,,8.0,Black
42758,49242,2018-09-19,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.5,Illinois,88,893.0,4.7,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,13.0,White
42763,49247,2018-09-19,Off-White,nike-air-max-97-off-white-elemental-rose-queen,2018-08-25,8.5,Maryland,25,990.0,5.21,air-max-97,,1.0,,,,,,,1.0,,1.0,4.0,White
42765,49249,2018-09-19,Off-White,nike-air-presto-off-white-black-2018,2018-07-27,9.0,Missouri,54,706.0,4.41,air-presto,1.0,,,,,,,,,,,8.0,Black
42845,49383,2018-09-20,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.5,California,89,897.0,4.72,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,13.0,White
42852,49391,2018-09-20,Off-White,nike-air-presto-off-white-black-2018,2018-07-27,9.0,Michigan,55,695.0,4.34,air-presto,1.0,,,,,,,,,,,8.0,Black
43022,49678,2018-09-22,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.5,Illinois,91,1020.0,5.37,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,13.0,White
43091,49790,2018-09-23,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.0,Arizona,92,965.0,5.08,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,13.0,White
43226,50092,2018-09-25,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.0,New York,94,913.0,4.81,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,13.0,White
43282,50270,2018-09-26,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,4.5,Illinois,95,825.0,4.34,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,14.0,White
43286,50274,2018-09-26,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.5,New York,95,933.0,4.91,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,14.0,White
43287,50275,2018-09-26,Off-White,nike-air-force-1-low-off-white,2017-11-01,10.5,Virginia,329,855.0,5.03,air-force-1,,1.0,,,,,,,,,,47.0,White
43355,50498,2018-09-27,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.0,California,96,925.0,4.87,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,14.0,White
43359,50502,2018-09-27,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.0,Delaware,96,915.0,4.82,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,14.0,White
43444,50780,2018-09-28,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.0,Texas,97,990.0,5.21,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,14.0,White
43501,50993,2018-09-29,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.5,Georgia,98,837.0,4.41,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,14.0,White
43590,51241,2018-09-30,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.0,Virginia,-3,650.0,5.0,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43592,51243,2018-09-30,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.0,Pennsylvania,-3,650.0,5.0,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43593,51244,2018-09-30,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.5,New York,-3,597.0,4.59,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43594,51245,2018-09-30,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.5,Florida,-3,660.0,5.08,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43595,51246,2018-09-30,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.0,California,-3,650.0,5.0,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43597,51248,2018-09-30,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,4.5,California,-3,768.0,5.91,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43642,51431,2018-10-01,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.0,New Jersey,100,885.0,4.66,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,14.0,White
43661,51451,2018-10-01,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.5,Florida,-2,630.0,4.85,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43662,51452,2018-10-01,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,10.0,Tennessee,-2,605.0,4.65,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43663,51453,2018-10-01,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,12.0,Illinois,-2,605.0,4.65,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43664,51454,2018-10-01,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.0,California,-2,660.0,5.08,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43665,51455,2018-10-01,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.0,California,-2,630.0,4.85,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43667,51457,2018-10-01,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,11.0,Texas,-2,574.0,4.42,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43668,51458,2018-10-01,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.0,Illinois,-2,615.0,4.73,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43673,51463,2018-10-01,Off-White,nike-blazer-mid-off-white-grim-reaper,2018-10-03,11.5,Georgia,-2,610.0,4.69,blazer-mid,1.0,,,,,,,,,,,-0.0,Black
43675,51465,2018-10-01,Off-White,nike-blazer-mid-off-white-grim-reaper,2018-10-03,9.5,New York,-2,669.0,5.15,blazer-mid,1.0,,,,,,,,,,,-0.0,Black
43725,51675,2018-10-02,Off-White,air-jordan-1-retro-high-off-white-white,2018-03-03,8.0,Florida,213,2170.0,11.42,air-jordan-1-retro-high,,1.0,,,,,,,,,,30.0,White
43747,51697,2018-10-02,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,10.0,New York,-1,609.0,4.68,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43748,51698,2018-10-02,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,10.0,California,-1,609.0,4.68,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43751,51701,2018-10-02,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,5.0,California,-1,669.0,5.15,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43759,51709,2018-10-02,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.0,California,-1,575.0,4.42,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43762,51712,2018-10-02,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,12.0,Rhode Island,-1,575.0,4.42,blazer-mid,,,,,,,1.0,,,,1.0,-0.0,Orange
43782,51732,2018-10-02,Off-White,nike-blazer-mid-off-white-grim-reaper,2018-10-03,9.5,Florida,-1,640.0,4.92,blazer-mid,1.0,,,,,,,,,,,-0.0,Black
43796,51746,2018-10-02,Off-White,nike-blazer-mid-off-white-grim-reaper,2018-10-03,9.0,Texas,-1,610.0,4.69,blazer-mid,1.0,,,,,,,,,,,-0.0,Black
43846,51924,2018-10-03,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.5,Illinois,102,950.0,5.0,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,15.0,White
43848,51926,2018-10-03,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.0,Delaware,102,866.0,4.56,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,15.0,White
43868,51949,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,10.5,Oregon,0,584.0,4.49,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43871,51952,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.0,New York,0,647.0,4.98,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43872,51953,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.0,New York,0,650.0,5.0,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43873,51954,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.5,California,0,615.0,4.73,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43876,51957,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.5,Ohio,0,585.0,4.5,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43883,51964,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.5,Michigan,0,613.0,4.72,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43885,51966,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.5,California,0,615.0,4.73,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43886,51967,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,10.0,New York,0,574.0,4.42,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43888,51969,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.5,Pennsylvania,0,630.0,4.85,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43889,51970,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.5,Ohio,0,595.0,4.58,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43897,51978,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,14.0,Florida,0,670.0,5.15,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43906,51987,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.5,Maryland,0,566.0,4.35,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43910,51991,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,10.0,Maryland,0,575.0,4.42,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43916,51997,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.0,Colorado,0,585.0,4.5,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43917,51998,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.5,California,0,615.0,4.73,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43924,52005,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.0,Virginia,0,565.0,4.35,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43945,52026,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,10.0,New York,0,577.0,4.44,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43946,52027,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.5,California,0,610.0,4.69,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43948,52029,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.0,Delaware,0,595.0,4.58,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43950,52031,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.0,Massachusetts,0,605.0,4.65,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43952,52033,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.5,New York,0,585.0,4.5,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43960,52041,2018-10-03,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,10.0,California,0,575.0,4.42,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
43994,52075,2018-10-03,Off-White,nike-blazer-mid-off-white-grim-reaper,2018-10-03,14.0,Illinois,0,771.0,5.93,blazer-mid,1.0,,,,,,,,,,,0.0,Black
44003,52084,2018-10-03,Off-White,nike-blazer-mid-off-white-grim-reaper,2018-10-03,15.0,California,0,670.0,5.15,blazer-mid,1.0,,,,,,,,,,,0.0,Black
44041,52122,2018-10-03,Off-White,nike-blazer-mid-off-white-grim-reaper,2018-10-03,15.0,Texas,0,720.0,5.54,blazer-mid,1.0,,,,,,,,,,,0.0,Black
44104,52306,2018-10-04,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.0,Washington,1,564.0,4.34,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
44106,52308,2018-10-04,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,5.0,California,1,565.0,4.35,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
44135,52337,2018-10-04,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.0,New York,1,565.0,4.35,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
44148,52350,2018-10-04,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.0,California,1,605.0,4.65,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
44152,52354,2018-10-04,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.0,Washington,1,605.0,4.65,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
44156,52358,2018-10-04,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,8.5,Virginia,1,609.0,4.68,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
44160,52362,2018-10-04,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,9.5,California,1,566.0,4.35,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
44166,52368,2018-10-04,Off-White,nike-blazer-mid-off-white-all-hallows-eve,2018-10-03,14.0,Wisconsin,1,610.0,4.69,blazer-mid,,,,,,,1.0,,,,1.0,0.0,Orange
44288,52628,2018-10-05,Off-White,air-jordan-1-retro-high-off-white-white,2018-03-03,9.5,California,216,2409.0,12.68,air-jordan-1-retro-high,,1.0,,,,,,,,,,31.0,White
44289,52629,2018-10-05,Off-White,nike-air-force-1-low-off-white,2017-11-01,10.0,Florida,338,1029.0,6.05,air-force-1,,1.0,,,,,,,,,,48.0,White
44499,52943,2018-10-06,Off-White,nike-air-force-1-low-off-white,2017-11-01,10.5,Indiana,339,900.0,5.29,air-force-1,,1.0,,,,,,,,,,48.0,White
44601,53045,2018-10-06,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,6.0,Oregon,42,1020.0,7.85,blazer-mid,,,1.0,,,,,,1.0,,1.0,6.0,Grey
44637,53156,2018-10-07,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.0,Massachusetts,106,955.0,5.03,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,15.0,White
44707,53226,2018-10-07,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,5.0,Oregon,43,1120.0,8.62,blazer-mid,,,1.0,,,,,,1.0,,1.0,6.0,Grey
44861,53483,2018-10-08,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,8.0,Oregon,44,1030.0,7.92,blazer-mid,,,1.0,,,,,,1.0,,1.0,6.0,Grey
44862,53484,2018-10-08,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,10.0,Oregon,44,1020.0,7.85,blazer-mid,,,1.0,,,,,,1.0,,1.0,6.0,Grey
44863,53485,2018-10-08,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,7.5,Arkansas,44,920.0,7.08,blazer-mid,,,1.0,,,,,,1.0,,1.0,6.0,Grey
44907,53617,2018-10-09,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.0,Maryland,108,901.0,4.74,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,15.0,White
44910,53620,2018-10-09,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.0,California,108,946.0,4.98,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,15.0,White
44915,53625,2018-10-09,Off-White,air-jordan-1-retro-high-off-white-white,2018-03-03,7.0,New York,220,2760.0,14.53,air-jordan-1-retro-high,,1.0,,,,,,,,,,31.0,White
44916,53626,2018-10-09,Off-White,nike-air-force-1-low-off-white,2017-11-01,10.0,Indiana,342,1030.0,6.06,air-force-1,,1.0,,,,,,,,,,49.0,White
45012,53725,2018-10-09,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,9.0,California,45,960.0,7.38,blazer-mid,,,1.0,,,,,,1.0,,1.0,6.0,Grey
45013,53726,2018-10-09,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,9.5,New York,45,870.0,6.69,blazer-mid,,,1.0,,,,,,1.0,,1.0,6.0,Grey
45014,53727,2018-10-09,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,10.0,New York,45,870.0,6.69,blazer-mid,,,1.0,,,,,,1.0,,1.0,6.0,Grey
45064,53869,2018-10-10,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.0,New York,109,960.0,5.05,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,16.0,White
45065,53870,2018-10-10,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.0,New York,109,955.0,5.03,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,16.0,White
45067,53872,2018-10-10,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.0,Pennsylvania,109,1005.0,5.29,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,16.0,White
45070,53875,2018-10-10,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,9.5,Maryland,109,840.0,4.42,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,16.0,White
45073,53878,2018-10-10,Off-White,nike-air-force-1-low-off-white,2017-11-01,8.5,California,343,1080.0,6.35,air-force-1,,1.0,,,,,,,,,,49.0,White
45152,53958,2018-10-10,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,8.5,Massachusetts,46,970.0,7.46,blazer-mid,,,1.0,,,,,,1.0,,1.0,7.0,Grey
45153,53959,2018-10-10,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,10.0,Illinois,46,870.0,6.69,blazer-mid,,,1.0,,,,,,1.0,,1.0,7.0,Grey
45263,54162,2018-10-11,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,7.0,Michigan,47,958.0,7.37,blazer-mid,,,1.0,,,,,,1.0,,1.0,7.0,Grey
45264,54163,2018-10-11,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,9.5,Oregon,47,1072.0,8.25,blazer-mid,,,1.0,,,,,,1.0,,1.0,7.0,Grey
45369,54364,2018-10-12,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,12.0,Maryland,48,870.0,6.69,blazer-mid,,,1.0,,,,,,1.0,,1.0,7.0,Grey
45370,54365,2018-10-12,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,4.0,Oregon,48,870.0,6.69,blazer-mid,,,1.0,,,,,,1.0,,1.0,7.0,Grey
45413,54472,2018-10-13,Off-White,nike-air-force-1-low-off-white,2017-11-01,8.5,California,346,1080.0,6.35,air-force-1,,1.0,,,,,,,,,,49.0,White
45415,54475,2018-10-13,Off-White,nike-air-max-97-off-white-elemental-rose-queen,2018-08-25,5.5,California,49,935.0,4.92,air-max-97,,1.0,,,,,,,1.0,,1.0,7.0,White
45492,54617,2018-10-14,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.5,Massachusetts,113,954.0,5.02,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,16.0,White
45545,54671,2018-10-14,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,10.0,California,50,921.0,7.08,blazer-mid,,,1.0,,,,,,1.0,,1.0,7.0,Grey
45581,54782,2018-10-15,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.5,Kansas,114,950.0,5.0,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,16.0,White
45586,54787,2018-10-15,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.5,Vermont,114,955.0,5.03,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,16.0,White
45587,54788,2018-10-15,Off-White,nike-air-max-97-off-white,2017-11-01,7.0,New York,348,915.0,4.82,air-max-97,,1.0,,,,,,,,,,50.0,White
45690,54972,2018-10-16,Off-White,air-jordan-1-retro-high-off-white-white,2018-03-03,9.0,Virginia,227,2060.0,10.84,air-jordan-1-retro-high,,1.0,,,,,,,,,,32.0,White
45740,55025,2018-10-16,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,11.0,New York,52,870.0,6.69,blazer-mid,,,1.0,,,,,,1.0,,1.0,7.0,Grey
45785,55145,2018-10-17,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.0,Texas,116,890.0,4.68,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,17.0,White
45787,55147,2018-10-17,Off-White,nike-air-max-97-off-white-black,2018-10-18,9.5,New Jersey,-1,1040.0,5.47,air-max-97,1.0,,,,,,,,,,,-0.0,Black
45883,55301,2018-10-18,Off-White,air-jordan-1-retro-high-off-white-white,2018-03-03,10.0,Oregon,229,1891.0,9.95,air-jordan-1-retro-high,,1.0,,,,,,,,,,33.0,White
45884,55302,2018-10-18,Off-White,nike-air-force-1-low-off-white,2017-11-01,9.5,Oregon,351,1230.0,7.24,air-force-1,,1.0,,,,,,,,,,50.0,White
45992,55475,2018-10-19,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.0,California,118,825.0,4.34,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,17.0,White
46054,55539,2018-10-19,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,5.0,Texas,55,1020.0,7.85,blazer-mid,,,1.0,,,,,,1.0,,1.0,8.0,Grey
46181,55783,2018-10-21,Off-White,air-jordan-1-retro-high-off-white-white,2018-03-03,10.0,New York,232,1816.0,9.56,air-jordan-1-retro-high,,1.0,,,,,,,,,,33.0,White
46182,55784,2018-10-21,Off-White,nike-air-force-1-low-off-white,2017-11-01,10.0,New York,354,1013.0,5.96,air-force-1,,1.0,,,,,,,,,,51.0,White
46257,55923,2018-10-22,Off-White,air-jordan-1-retro-high-off-white-university-blue,2018-06-23,8.5,California,121,890.0,4.68,air-jordan-1-retro-high,,1.0,,,,,,,,1.0,1.0,17.0,White
46261,55927,2018-10-22,Off-White,air-jordan-1-retro-high-off-white-white,2018-03-03,8.5,New Jersey,233,2190.0,11.53,air-jordan-1-retro-high,,1.0,,,,,,,,,,33.0,White
46339,56007,2018-10-22,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,8.5,California,58,1069.0,8.22,blazer-mid,,,1.0,,,,,,1.0,,1.0,8.0,Grey
46340,56008,2018-10-22,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,11.5,Georgia,58,1128.0,8.68,blazer-mid,,,1.0,,,,,,1.0,,1.0,8.0,Grey
46383,56126,2018-10-23,Off-White,air-jordan-1-retro-high-off-white-white,2018-03-03,10.0,Massachusetts,234,1792.0,9.43,air-jordan-1-retro-high,,1.0,,,,,,,,,,33.0,White
46459,56202,2018-10-23,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,8.0,California,59,880.0,6.77,blazer-mid,,,1.0,,,,,,1.0,,1.0,8.0,Grey
46494,56287,2018-10-24,Off-White,nike-air-force-1-low-off-white,2017-11-01,9.0,Massachusetts,357,980.0,5.76,air-force-1,,1.0,,,,,,,,,,51.0,White
46510,56304,2018-10-24,Off-White,nike-air-max-97-off-white-elemental-rose-queen,2018-08-25,8.5,California,60,1000.0,5.26,air-max-97,,1.0,,,,,,,1.0,,1.0,9.0,White
46569,56363,2018-10-24,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,9.0,Oregon,60,851.0,6.55,blazer-mid,,,1.0,,,,,,1.0,,1.0,9.0,Grey
46570,56364,2018-10-24,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,9.0,Washington,60,852.0,6.55,blazer-mid,,,1.0,,,,,,1.0,,1.0,9.0,Grey
46701,56551,2018-10-25,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,8.0,Oregon,61,765.0,5.88,blazer-mid,,,1.0,,,,,,1.0,,1.0,9.0,Grey
46702,56552,2018-10-25,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,5.0,California,61,769.0,5.92,blazer-mid,,,1.0,,,,,,1.0,,1.0,9.0,Grey
46703,56553,2018-10-25,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,11.0,California,61,870.0,6.69,blazer-mid,,,1.0,,,,,,1.0,,1.0,9.0,Grey
46704,56554,2018-10-25,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,10.0,New York,61,740.0,5.69,blazer-mid,,,1.0,,,,,,1.0,,1.0,9.0,Grey
46705,56555,2018-10-25,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,7.0,Oregon,61,700.0,5.38,blazer-mid,,,1.0,,,,,,1.0,,1.0,9.0,Grey
46706,56556,2018-10-25,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,9.5,Oklahoma,61,670.0,5.15,blazer-mid,,,1.0,,,,,,1.0,,1.0,9.0,Grey
46708,56558,2018-10-25,Off-White,nike-blazer-mid-off-white-wolf-grey,2018-08-25,10.0,New York,61,770.0,5.92,blazer-mid,,,1.0,,,,,,1.0,,1.0,9.0,Grey
